seqnames	start	end	width	strand	tx_id	gene_id
chr1	75241409	75244927	3519	+	1491	56812
chr1	75360329	75368579	8251	+	1494	13346
chr1	75375297	75432320	57024	+	1497	11790
chr1	75382114	75388345	6232	+	1498	11790
chr1	75382114	75404563	22450	+	1499	11790
chr1	75382138	75387895	5758	+	1501	11790
chr1	75384828	75391923	7096	+	1504	11790
chr1	75385610	75432304	46695	+	1506	11790
chr1	75400085	75403990	3906	+	1507	11790
chr1	75400521	75404370	3850	+	1508	11790
chr1	75400635	75404562	3928	+	1509	11790
chr1	75401010	75404207	3198	+	1510	11790
chr1	75435930	75443174	7245	+	1512	69080
chr1	75435943	75443173	7231	+	1513	69080
chr1	75435961	75438873	2913	+	1514	69080
chr1	75435967	75440512	4546	+	1515	69080
chr1	75435968	75441515	5548	+	1516	69080
chr1	75435982	75441609	5628	+	1517	69080
chr1	75435984	75439399	3416	+	1518	69080
chr1	75436087	75441524	5438	+	1519	69080
chr1	75436113	75438328	2216	+	1520	69080
chr1	75436942	75442028	5087	+	1521	69080
chr1	75450436	75474340	23905	+	1525	241118
chr1	75450699	75474343	23645	+	1526	241118
chr1	75479532	75485693	6162	+	1527	319998
chr1	75479576	75482612	3037	+	1528	319998
chr1	75479580	75485705	6126	+	1529	319998
chr1	75479704	75482675	2972	+	1530	319998
chr1	75507077	75510366	3290	+	1531	16322
chr1	75521529	75537335	15807	+	1532	71728
chr1	75521552	75536932	15381	+	1533	71728
chr1	75546266	75562172	15907	+	1542	20536
chr1	75546462	75548038	1577	+	1544	20536
chr1	75546496	75558890	12395	+	1545	20536
chr1	75546533	75548011	1479	+	1547	20536
chr1	75549599	75551382	1784	+	1550	20536
chr1	75550595	75555125	4531	+	1552	20536
chr1	75551709	75553732	2024	+	1553	20536
chr1	78310345	78420289	109945	+	1564	433323
chr1	78510991	78527695	16705	+	1567	68393
chr1	78511160	78529235	18076	+	1568	68393
chr1	78511169	78538171	27003	+	1569	68393
chr1	78511812	78522837	11026	+	1570	68393
chr1	78511867	78538173	26307	+	1571	68393
chr1	78657825	78707743	49919	+	1574	74205
chr1	78657883	78706901	49019	+	1575	74205
chr1	78657883	78706967	49085	+	1576	74205
chr1	78658038	78671512	13475	+	1577	195434
chr1	78658440	78667584	9145	+	1578	195434
chr1	78670893	78688282	17390	+	1579	74205
chr1	78816758	78820028	3271	+	1583	57814
chr1	78816927	78820028	3102	+	1584	57814
chr1	79776018	79781445	5428	+	1587	69163
chr1	81076950	81298934	221985	+	1600	241134
chr1	81077204	81298909	221706	+	1601	241134
chr1	81077317	81271664	194348	+	1602	241134
chr1	81077324	81300096	222773	+	1603	241134
chr1	81077583	81341764	264182	+	1604	241134
chr1	82233112	82235933	2822	+	1608	NA
chr1	82316452	82445366	128915	+	1609	76867
chr1	82339049	82445366	106318	+	1611	76867
chr1	82586976	82722059	135084	+	1614	12828
chr1	82715304	82718884	3581	+	1616	12828
chr1	82715304	82718982	3679	+	1617	12828
chr1	82724890	82752390	27501	+	1618	75734
chr1	82724919	82752387	27469	+	1620	75734
chr1	82724925	82752390	27466	+	1621	75734
chr1	82724940	82752350	27411	+	1623	75734
chr1	82724948	82752394	27447	+	1624	75734
chr1	82729229	82752390	23162	+	1625	75734
chr1	82729272	82751641	22370	+	1626	75734
chr1	82729326	82741884	12559	+	1627	75734
chr1	82729326	82750581	21256	+	1628	75734
chr1	82735470	82752158	16689	+	1629	75734
chr1	82839483	82901182	61700	+	1637	15463
chr1	82839497	82896381	56885	+	1638	15463
chr1	82839669	82896381	56713	+	1639	15463
chr1	82839671	82896279	56609	+	1640	15463
chr1	82839674	82895521	55848	+	1641	15463
chr1	82839674	82895675	56002	+	1642	15463
chr1	82839734	82895122	55389	+	1643	15463
chr1	82840073	82880122	40050	+	1644	15463
chr1	82913325	82914130	806	+	1645	NA
chr1	82924917	82925712	796	+	1646	NA
chr1	82960286	82960924	639	+	1647	NA
chr1	83000548	83001480	933	+	1648	NA
chr1	83044932	83045946	1015	+	1650	NA
chr1	83060930	83061921	992	+	1651	71386
chr1	83116766	83119166	2401	+	1653	20297
chr1	83116774	83119167	2394	+	1654	20297
chr1	83116793	83119167	2375	+	1655	20297
chr1	83159762	83210568	50807	+	1658	71227
chr1	83159762	83210574	50813	+	1659	71227
chr1	83159769	83210570	50802	+	1660	71227
chr1	83159781	83210574	50794	+	1661	71227
chr1	84839841	84900487	60647	+	1667	66153
chr1	85575676	85577295	1620	+	1701	NA
chr1	85600378	85610782	10405	+	1703	434484
chr1	85600703	85645037	44335	+	1704	434484
chr1	85610833	85630539	19707	+	1705	434484
chr1	85632478	85644942	12465	+	1706	434484
chr1	85649988	85701561	51574	+	1710	20684
chr1	85650008	85696368	46361	+	1711	20684
chr1	85650014	85683118	33105	+	1712	20684
chr1	85650014	85701572	51559	+	1713	20684
chr1	85650014	85709198	59185	+	1714	20684
chr1	85650015	85701139	51125	+	1715	20684
chr1	85650050	85709998	59949	+	1716	20684
chr1	85694297	85709406	15110	+	1721	20684
chr1	85703442	85707995	4554	+	1722	20684
chr1	85793441	85851576	58136	+	1727	12283
chr1	85793541	85818513	24973	+	1728	12283
chr1	85794468	85837318	42851	+	1729	12283
chr1	85794511	85850365	55855	+	1730	12283
chr1	85894281	85908675	14395	+	1732	64294
chr1	85894619	85908359	13741	+	1733	64294
chr1	85928483	85931754	3272	+	1735	71141
chr1	85928727	85940624	11898	+	1736	71141
chr1	86018068	86029248	11181	+	1739	70060
chr1	86021942	86029958	8017	+	1740	70060
chr1	86021943	86024666	2724	+	1741	70060
chr1	86021946	86024668	2723	+	1742	70060
chr1	86021946	86027178	5233	+	1743	70060
chr1	86021946	86029958	8013	+	1744	70060
chr1	86021953	86029921	7969	+	1745	70060
chr1	86021960	86029262	7303	+	1746	70060
chr1	86021961	86024669	2709	+	1747	70060
chr1	86022105	86029264	7160	+	1748	70060
chr1	86045863	86053353	7491	+	1749	72792
chr1	86045863	86055456	9594	+	1750	72792
chr1	86064619	86132749	68131	+	1753	70247
chr1	86064619	86139151	74533	+	1754	70247
chr1	86133637	86162788	29152	+	1762	78795
chr1	86154798	86276697	121900	+	1768	78795
chr1	86154799	86164837	10039	+	1769	78795
chr1	86154810	86278284	123475	+	1770	78795
chr1	86154815	86252489	97675	+	1771	78795
chr1	86196390	86252392	56003	+	1773	78795
chr1	86202496	86252489	49994	+	1774	78795
chr1	86244566	86269086	24521	+	1775	78795
chr1	86303234	86307305	4072	+	1777	227327
chr1	86303531	86305849	2319	+	1778	227327
chr1	86426329	86428052	1724	+	1784	71863
chr1	86526726	86530712	3987	+	1786	19231
chr1	86526736	86530371	3636	+	1787	19231
chr1	86526737	86529527	2791	+	1788	19231
chr1	86526807	86530209	3403	+	1790	19231
chr1	86582904	86609375	26472	+	1792	26895
chr1	86582938	86589293	6356	+	1793	26895
chr1	86587100	86606500	19401	+	1794	26895
chr1	86587131	86606326	19196	+	1795	26895
chr1	86587142	86606978	19837	+	1796	26895
chr1	86703819	87050095	346277	+	1800	208718
chr1	86703828	87049195	345368	+	1802	208718
chr1	86703843	87050092	346250	+	1803	208718
chr1	87125008	87127912	2905	+	1818	11648
chr1	87183313	87188405	5093	+	1819	69453
chr1	87190637	87200070	9434	+	1821	11447
chr1	87190844	87200069	9226	+	1822	11447
chr1	87204657	87208296	3640	+	1823	11449
chr1	87205810	87208295	2486	+	1824	11449
chr1	87205811	87212694	6884	+	1825	11449
chr1	87205885	87208295	2411	+	1826	11449
chr1	87213914	87226607	12694	+	1828	26987
chr1	87213914	87228856	14943	+	1829	26987
chr1	87213914	87234711	20798	+	1830	26987
chr1	87213914	87240488	26575	+	1831	26987
chr1	87213914	87240488	26575	+	1832	26987
chr1	87213939	87226600	12662	+	1833	26987
chr1	87213979	87225873	11895	+	1834	26987
chr1	87214286	87228064	13779	+	1835	26987
chr1	87264363	87310836	46474	+	1837	98363
chr1	87264363	87310839	46477	+	1838	98363
chr1	87327003	87450796	123794	+	1841	227331
chr1	87327029	87449145	122117	+	1842	227331
chr1	87327033	87425187	98155	+	1844	227331
chr1	87327066	87433799	106734	+	1847	227331
chr1	87354446	87449145	94700	+	1848	227331
chr1	87354446	87449145	94700	+	1849	227331
chr1	87386338	87407043	20706	+	1853	227331
chr1	87403667	87442020	38354	+	1854	227331
chr1	87403726	87407701	3976	+	1855	227331
chr1	87404916	87407611	2696	+	1856	227331
chr1	87404948	87410702	5755	+	1857	227331
chr1	87404964	87407366	2403	+	1858	227331
chr1	87407379	87420342	12964	+	1859	227331
chr1	87470271	87475482	5212	+	1863	73234
chr1	87509889	87596670	86782	+	1865	23956
chr1	87574027	87597821	23795	+	1867	23956
chr1	87574027	87597838	23812	+	1868	23956
chr1	87574046	87596565	22520	+	1869	23956
chr1	87584037	87597845	13809	+	1870	23956
chr1	87594550	87597821	3272	+	1871	23956
chr1	87594550	87597827	3278	+	1872	23956
chr1	87620312	87720507	100196	+	1873	16331
chr1	87620362	87720503	100142	+	1875	16331
chr1	87620398	87720503	100106	+	1877	16331
chr1	87620399	87719694	99296	+	1878	16331
chr1	87620627	87667992	47366	+	1879	16331
chr1	87621674	87667916	46243	+	1880	16331
chr1	87676239	87720502	44264	+	1881	16331
chr1	87676239	87720502	44264	+	1882	16331
chr1	87755870	87771398	15529	+	1884	77040
chr1	87756013	87792428	36416	+	1885	77040
chr1	87756076	87792422	36347	+	1888	77040
chr1	87756086	87792425	36340	+	1889	77040
chr1	87803680	87845023	41344	+	1901	20215
chr1	87803680	87845158	41479	+	1902	20215
chr1	87853287	87944490	91204	+	1906	227333
chr1	87931982	87938253	6272	+	1911	227333
chr1	87934397	87945180	10784	+	1912	227333
chr1	87938385	87945178	6794	+	1914	227333
chr1	88055388	88216357	160970	+	1919	394430
chr1	88055411	88219004	163594	+	1920	394430
chr1	88055481	88216289	160809	+	1921	394430
chr1	88070800	88218997	148198	+	1922	394434
chr1	88087813	88219004	131192	+	1923	22236
chr1	88095062	88216357	121296	+	1924	394432
chr1	88095064	88220002	124939	+	1925	394432
chr1	88095114	88218427	123314	+	1926	394432
chr1	88103252	88219003	115752	+	1928	394435
chr1	88103252	88220002	116751	+	1929	94284
chr1	88106862	88218997	112136	+	1930	394435
chr1	88134809	88218997	84189	+	1933	94284
chr1	88134882	88216357	81476	+	1935	94284
chr1	88138378	88218997	80620	+	1936	94284
chr1	88166012	88218997	52986	+	1940	394433
chr1	88200601	88218997	18397	+	1943	22236
chr1	88211959	88218997	7039	+	1944	394436
chr1	88227020	88262289	35270	+	1946	100040766
chr1	88227031	88262289	35259	+	1947	100040766
chr1	88257758	88260169	2412	+	1949	100040766
chr1	88303283	88388851	85569	+	1951	171382
chr1	88306759	88389293	82535	+	1952	171382
chr1	88318913	88388851	69939	+	1953	171382
chr1	88406961	88426438	19478	+	1954	75396
chr1	88407279	88426438	19160	+	1955	75396
chr1	88407406	88426432	19027	+	1956	75396
chr1	89070415	89155068	84654	+	1966	98402
chr1	89454806	89897617	442812	+	1969	347722
chr1	89454874	89890001	435128	+	1970	347722
chr1	89580236	89895277	315042	+	1975	347722
chr1	89789163	89834588	45426	+	1977	347722
chr1	90203980	90216751	12772	+	1982	12778
chr1	90204006	90213833	9828	+	1983	12778
chr1	90602981	90613341	10361	+	1987	108679
chr1	90603528	90612180	8653	+	1992	108679
chr1	90611580	90612622	1043	+	1995	108679
chr1	90915085	90951142	36058	+	1997	171531
chr1	90927679	90928432	754	+	1998	171531
chr1	90953108	90954027	920	+	2000	623503
chr1	90998737	91108640	109904	+	2001	16978
chr1	90998777	91122539	123763	+	2002	16978
chr1	90998779	91128940	130162	+	2003	16978
chr1	91053444	91128944	75501	+	2004	16978
chr1	91053454	91117315	63862	+	2005	16978
chr1	91053507	91100581	47075	+	2006	16978
chr1	91053507	91128918	75412	+	2007	16978
chr1	91053586	91128287	74702	+	2008	16978
chr1	91145101	91152725	7625	+	2014	329207
chr1	91145103	91170795	25693	+	2015	329207
chr1	91179822	91206790	26969	+	2017	51801
chr1	91180042	91206790	26749	+	2018	51801
chr1	91180046	91225196	45151	+	2019	51801
chr1	91250311	91285740	35430	+	2021	67921
chr1	91250319	91286025	35707	+	2022	67921
chr1	91250337	91290337	40001	+	2023	67921
chr1	91250365	91285773	35409	+	2024	67921
chr1	91250566	91285927	35362	+	2025	67921
chr1	91250656	91265237	14582	+	2026	67921
chr1	91298338	91321075	22738	+	2032	50880
chr1	91298368	91308743	10376	+	2034	50880
chr1	91298369	91309851	11483	+	2035	50880
chr1	91298404	91308709	10306	+	2037	50880
chr1	91298407	91308815	10409	+	2038	50880
chr1	91299932	91302869	2938	+	2040	50880
chr1	91302797	91309872	7076	+	2041	50880
chr1	91322075	91348306	26232	+	2042	227357
chr1	91322133	91345937	23805	+	2043	227357
chr1	91351016	91362416	11401	+	2044	70788
chr1	91366430	91374217	7788	+	2045	227358
chr1	91370694	91374092	3399	+	2046	227358
chr1	91494647	91527956	33310	+	2048	74019
chr1	91494694	91529307	34614	+	2049	74019
chr1	91540544	91556088	15545	+	2051	65247
chr1	91540714	91559589	18876	+	2053	65247
chr1	91540732	91554824	14093	+	2054	65247
chr1	91540732	91554824	14093	+	2055	65247
chr1	91541080	91552779	11700	+	2056	65247
chr1	91541080	91555117	14038	+	2057	65247
chr1	91801461	91848028	46568	+	2059	13345
chr1	91801470	91803994	2525	+	2060	NA
chr1	92571322	92574397	3076	+	2065	NA
chr1	92573125	92574206	1082	+	2066	259039
chr1	92585779	92591375	5597	+	2068	NA
chr1	92588332	92589297	966	+	2069	258274
chr1	92594411	92597753	3343	+	2071	NA
chr1	92594411	92597753	3343	+	2072	NA
chr1	92596521	92597492	972	+	2074	258483
chr1	92605782	92614806	9025	+	2075	NA
chr1	92605823	92612778	6956	+	2076	NA
chr1	92607839	92608847	1009	+	2077	NA
chr1	92617788	92623412	5625	+	2078	NA
chr1	92619881	92621001	1121	+	2079	257890
chr1	92831645	92860779	29135	+	2080	14733
chr1	92906981	92908435	1455	+	2086	67446
chr1	92910783	92920841	10059	+	2087	108657
chr1	92911121	92916737	5617	+	2090	108657
chr1	92911209	92915933	4725	+	2091	108657
chr1	92916791	92920572	3782	+	2093	108657
chr1	92917147	92919065	1919	+	2096	108657
chr1	92919614	92924384	4771	+	2098	NA
chr1	92934376	92947941	13566	+	2099	23830
chr1	92934766	92940972	6207	+	2100	23830
chr1	92934833	92947929	13097	+	2101	23830
chr1	92940459	92945103	4645	+	2102	23830
chr1	92950865	92982686	31822	+	2106	64095
chr1	92956164	92983009	26846	+	2107	64095
chr1	92973122	92985044	11923	+	2108	64095
chr1	92973122	92986253	13132	+	2109	64095
chr1	92975347	92985864	10518	+	2110	64095
chr1	92978922	92986391	7470	+	2111	64095
chr1	93006334	93012269	5936	+	2112	208760
chr1	93135240	93145421	10182	+	2113	11611
chr1	93168725	93231072	62348	+	2116	381284
chr1	93235841	93301065	65225	+	2117	208777
chr1	93281237	93295787	14551	+	2121	208777
chr1	93342854	93373489	30636	+	2125	66385
chr1	93343655	93352649	8995	+	2126	66385
chr1	93343707	93352580	8874	+	2127	66385
chr1	93373930	93403402	29473	+	2131	404545
chr1	93373930	93404303	30374	+	2132	404545
chr1	93401861	93403570	1710	+	2133	404545
chr1	93478964	93510260	31297	+	2135	18000
chr1	93478990	93499112	20123	+	2136	18000
chr1	93478993	93500499	21507	+	2137	18000
chr1	93478993	93509733	30741	+	2138	18000
chr1	93478993	93509733	30741	+	2139	18000
chr1	93479035	93497355	18321	+	2141	18000
chr1	93479059	93500503	21445	+	2143	18000
chr1	93479061	93509733	30673	+	2144	18000
chr1	93479108	93500528	21421	+	2145	18000
chr1	93479220	93499030	19811	+	2146	18000
chr1	93479223	93499112	19890	+	2147	18000
chr1	93479473	93500526	21054	+	2148	18000
chr1	93505568	93507346	1779	+	2150	18000
chr1	93512079	93621976	109898	+	2151	227377
chr1	93512112	93581296	69185	+	2152	227377
chr1	93685660	93695764	10105	+	2155	51800
chr1	93685702	93695210	9509	+	2156	51800
chr1	93686263	93694070	7808	+	2157	51800
chr1	93689208	93695469	6262	+	2158	51800
chr1	93751500	93775683	24184	+	2161	66615
chr1	93754905	93790610	35706	+	2162	66615
chr1	93754988	93778288	23301	+	2163	66615
chr1	93755035	93784923	29889	+	2164	66615
chr1	93784797	93787877	3081	+	2169	66615
chr1	93803965	93822095	18131	+	2172	66262
chr1	93803983	93822101	18119	+	2173	66262
chr1	93804345	93818382	14038	+	2174	66262
chr1	93824909	93826458	1550	+	2175	98314
chr1	93825240	93852348	27109	+	2176	98314
chr1	93825274	93852348	27075	+	2177	98314
chr1	93826285	93838066	11782	+	2179	98314
chr1	93829796	93837976	8181	+	2181	98314
chr1	93829797	93838953	9157	+	2182	98314
chr1	93861346	93876494	15149	+	2184	381334
chr1	93861826	93873824	11999	+	2185	381334
chr1	93918311	93942650	24340	+	2187	100041596
chr1	93928037	93941239	13203	+	2188	100041596
chr1	93990509	94017147	26639	+	2190	619597
chr1	94020451	94025416	4966	+	2191	241159
chr1	94020493	94028334	7842	+	2192	241159
chr1	95313623	95335284	21662	+	2196	67698
chr1	95313628	95327945	14318	+	2197	67698
chr1	97770172	97792969	22798	+	2214	252876
chr1	97770179	97778139	7961	+	2215	252876
chr1	97770197	97793709	23513	+	2216	252876
chr1	97770210	97793006	22797	+	2218	252876
chr1	97777399	97785063	7665	+	2220	252876
chr1	98421124	98509380	88257	+	2228	70866
chr1	98421127	98516991	95865	+	2229	70866
chr1	98421154	98509247	88094	+	2230	70866
chr1	99772765	100484849	712085	+	2239	241175
chr1	100097761	100485942	388182	+	2242	241175
chr1	104768529	104995481	226953	+	2261	23836
chr1	105663861	105754072	90212	+	2275	227446
chr1	105663883	105754075	90193	+	2276	227446
chr1	105663913	105755191	91279	+	2277	227446
chr1	105663923	105753711	89789	+	2278	227446
chr1	105696590	105755186	58597	+	2281	227446
chr1	105780718	105847981	67264	+	2288	21934
chr1	105990406	106034074	43669	+	2292	227449
chr1	105990689	106034067	43379	+	2293	227449
chr1	106004122	106032448	28327	+	2294	227449
chr1	106004137	106027501	23365	+	2295	227449
chr1	106011744	106023258	11515	+	2296	227449
chr1	106171752	106394250	222499	+	2298	98432
chr1	106861173	106883348	22176	+	2305	20724
chr1	106861174	106880343	19170	+	2306	20724
chr1	106861203	106883348	22146	+	2307	20724
chr1	106870234	106883347	13114	+	2308	20724
chr1	106934449	106957080	22632	+	2309	71869
chr1	106938953	106957080	18128	+	2310	71869
chr1	106980984	107001195	20212	+	2312	241196
chr1	106980994	107000898	19905	+	2313	241196
chr1	107361198	107374182	12985	+	2314	66957
chr1	107361929	107380475	18547	+	2315	66957
chr1	107399655	107435399	35745	+	2316	116872
chr1	107422689	107452689	30001	+	2317	116872
chr1	107511423	107525598	14176	+	2318	18788
chr1	107511497	107525592	14096	+	2319	18788
chr1	107522230	107535478	13249	+	2320	18788
chr1	107523944	107532535	8592	+	2321	241197
chr1	107529003	107547222	18220	+	2322	241197
chr1	107532371	107547072	14702	+	2324	241197
chr1	107590006	107608909	18904	+	2325	20725
chr1	107590006	107610484	20479	+	2326	20725
chr1	107605880	107607325	1446	+	2328	20725
chr1	109982431	109995955	13525	+	2339	241201
chr1	109982710	110140157	157448	+	2340	241201
chr1	109982981	109995323	12343	+	2341	241201
chr1	109983006	109994382	11377	+	2342	241201
chr1	109983229	110139195	155967	+	2343	241201
chr1	109983281	109998669	15389	+	2344	241201
chr1	109983737	110139001	155265	+	2345	241201
chr1	109993982	110139189	145208	+	2346	241201
chr1	110099295	110138058	38764	+	2347	241201
chr1	115684756	116587323	902568	+	2356	636808
chr1	116802983	116823410	20428	+	2358	NA
chr1	117697131	117727441	30311	+	2365	NA
chr1	117781133	117803359	22227	+	2367	NA
chr1	117830081	117854496	24416	+	2368	NA
chr1	117928015	117949988	21974	+	2371	NA
chr1	117965939	117986884	20946	+	2372	NA
chr1	118176542	118202307	25766	+	2378	NA
chr1	118321839	118333822	11984	+	2380	67949
chr1	118321854	118332941	11088	+	2381	67949
chr1	118322152	118329380	7229	+	2382	67949
chr1	118389058	118609432	220375	+	2384	76707
chr1	118389058	118609432	220375	+	2385	76707
chr1	118389058	118609432	220375	+	2386	76707
chr1	118389058	118609497	220440	+	2387	76707
chr1	118389446	118607165	217720	+	2389	76707
chr1	118389455	118607582	218128	+	2390	76707
chr1	118389455	118607582	218128	+	2391	76707
chr1	118389455	118609491	220037	+	2392	76707
chr1	118389456	118607739	218284	+	2393	76707
chr1	118389473	118607165	217693	+	2395	76707
chr1	118389517	118609240	219724	+	2396	76707
chr1	118419560	118609500	189941	+	2397	76707
chr1	118419724	118607112	187389	+	2398	76707
chr1	118419724	118612678	192955	+	2399	76707
chr1	118471772	118504956	33185	+	2404	76707
chr1	118482039	118607137	125099	+	2405	76707
chr1	118512717	118547911	35195	+	2407	76707
chr1	118532079	118609457	77379	+	2408	76707
chr1	118547977	118581283	33307	+	2411	76707
chr1	118627946	118685168	57223	+	2415	81879
chr1	119526160	119528983	2824	+	2424	226351
chr1	120006894	120063536	56643	+	2434	319229
chr1	120007034	120063534	56501	+	2435	319229
chr1	120121187	120188189	67003	+	2436	73103
chr1	120121195	120188189	66995	+	2437	73103
chr1	120121200	120188189	66990	+	2438	73103
chr1	120150671	120169511	18841	+	2440	73103
chr1	120340582	120343174	2593	+	2442	226359
chr1	120602418	120607992	5575	+	2444	13798
chr1	121431049	121506460	75412	+	2457	70829
chr1	121431110	121501588	70479	+	2461	70829
chr1	125560595	125568573	7979	+	2479	74150
chr1	125561016	125595820	34805	+	2480	74150
chr1	125584513	125595148	10636	+	2481	74150
chr1	125676995	125873862	196868	+	2482	71111
chr1	127205018	127488336	283319	+	2485	107895
chr1	127306762	127483704	176943	+	2489	107895
chr1	127729413	127767978	38566	+	2494	266645
chr1	127774164	127805932	31769	+	2500	72949
chr1	127774164	127808061	33898	+	2501	72949
chr1	127868773	127943868	75096	+	2503	226407
chr1	127868812	127942610	73799	+	2506	226407
chr1	128103321	128179129	75809	+	2513	226412
chr1	128103324	128188856	85533	+	2514	226412
chr1	128103324	128237736	134413	+	2515	226412
chr1	128141964	128186909	44946	+	2518	226412
chr1	128141987	128153326	11340	+	2519	226412
chr1	128151814	128179182	27369	+	2521	226412
chr1	128179143	128193500	14358	+	2526	226412
chr1	128181741	128211239	29499	+	2527	226412
chr1	128243964	128259535	15572	+	2532	67812
chr1	128244162	128279378	35217	+	2533	67812
chr1	129273344	130219278	945935	+	2539	210417
chr1	129273463	130050352	776890	+	2540	210417
chr1	129537511	129629046	91536	+	2544	210417
chr1	130717327	130724358	7032	+	2558	226418
chr1	130731976	130744622	12647	+	2559	212439
chr1	130800902	130814708	13807	+	2563	64435
chr1	130800902	130814740	13839	+	2564	64435
chr1	130826684	130852249	25566	+	2565	18703
chr1	130826888	130844680	17793	+	2566	18703
chr1	130829010	130844648	15639	+	2567	18703
chr1	130865669	130880791	15123	+	2568	69169
chr1	131019845	131024974	5130	+	2572	16153
chr1	131153181	131172239	19059	+	2574	16865
chr1	131153181	131173478	20298	+	2575	16865
chr1	131153181	131174852	21672	+	2576	16865
chr1	131153181	131179992	26812	+	2577	16865
chr1	131153181	131180406	27226	+	2578	16865
chr1	131153181	131187658	34478	+	2579	16865
chr1	131527903	131539872	11970	+	2584	108900
chr1	131599239	131612000	12762	+	2585	26361
chr1	131599723	131609754	10032	+	2586	26361
chr1	131638306	131675505	37200	+	2587	13034
chr1	131638494	131675503	37010	+	2588	13034
chr1	131688695	131715439	26745	+	2590	226421
chr1	131688707	131712751	24045	+	2591	226421
chr1	131688738	131711663	22926	+	2592	226421
chr1	131688766	131711830	23065	+	2593	226421
chr1	131744022	131771504	27483	+	2595	320718
chr1	131744038	131764007	19970	+	2596	320718
chr1	131750491	131753987	3497	+	2598	320718
chr1	131797381	131821461	24081	+	2599	212933
chr1	131797398	131821473	24076	+	2600	212933
chr1	131812130	131816376	4247	+	2601	212933
chr1	131827977	131848865	20889	+	2604	98396
chr1	131867224	131872739	5516	+	2606	226422
chr1	131867240	131872887	5648	+	2607	226422
chr1	131867511	131872502	4992	+	2608	226422
chr1	131910534	131932679	22146	+	2611	98415
chr1	131910556	131936321	25766	+	2612	98415
chr1	131962967	131982969	20003	+	2616	212980
chr1	131970609	131982964	12356	+	2617	212980
chr1	131976719	131977945	1227	+	2618	212980
chr1	132007607	132026448	18842	+	2620	13714
chr1	132007876	132023661	15786	+	2621	13714
chr1	132008297	132018305	10009	+	2624	13714
chr1	132017808	132032612	14805	+	2625	13714
chr1	132191431	132259227	67797	+	2630	213409
chr1	132191455	132257382	65928	+	2631	213409
chr1	132191457	132209546	18090	+	2632	213409
chr1	132200963	132205783	4821	+	2634	NA
chr1	132203852	132204509	658	+	2635	NA
chr1	132226314	132257189	30876	+	2636	213409
chr1	132226343	132257009	30667	+	2637	213409
chr1	132228184	132257034	28851	+	2639	213409
chr1	132298626	132307357	8732	+	2641	213417
chr1	132316126	132333293	17168	+	2642	74137
chr1	132316126	132333488	17363	+	2643	74137
chr1	132417555	132466958	49404	+	2648	213452
chr1	132417604	132464092	46489	+	2649	213452
chr1	132449398	132451607	2210	+	2651	213452
chr1	132477365	132504490	27126	+	2654	213464
chr1	132477367	132504889	27523	+	2655	213464
chr1	132477406	132504108	26703	+	2656	213464
chr1	132477435	132505659	28225	+	2657	213464
chr1	132477491	132490501	13011	+	2658	213464
chr1	132477642	132490585	12944	+	2659	213464
chr1	132506230	132508639	2410	+	2661	74626
chr1	132506889	132508639	1751	+	2662	NA
chr1	132880273	132940005	59733	+	2664	16980
chr1	133045667	133067229	21563	+	2667	240752
chr1	133046012	133108687	62676	+	2670	240752
chr1	133131143	133139783	8641	+	2671	108954
chr1	133164210	133272280	108071	+	2673	240753
chr1	133181321	133301219	119899	+	2674	240753
chr1	133246097	133303435	57339	+	2675	240753
chr1	133246106	133303435	57330	+	2676	240753
chr1	133256542	133264733	8192	+	2677	240753
chr1	133259009	133301216	42208	+	2679	240753
chr1	133272217	133301487	29271	+	2681	240753
chr1	133274248	133281811	7564	+	2682	240753
chr1	133274254	133284955	10702	+	2683	240753
chr1	133309800	133323026	13227	+	2686	68338
chr1	133309827	133329688	19862	+	2687	280287
chr1	133309827	133329694	19868	+	2688	280287
chr1	133309827	133329722	19896	+	2689	280287
chr1	133309827	133329901	20075	+	2690	68338
chr1	133309890	133321050	11161	+	2691	68338
chr1	133321875	133329901	8027	+	2692	280287
chr1	133323966	133329722	5757	+	2693	280287
chr1	133327212	133329722	2511	+	2694	280287
chr1	133350510	133360325	9816	+	2695	19702
chr1	133351909	133354276	2368	+	2696	19701
chr1	133363572	133380336	16765	+	2697	214253
chr1	133365332	133380316	14985	+	2699	214253
chr1	134037254	134048277	11024	+	2708	14264
chr1	134037496	134040474	2979	+	2709	14264
chr1	134111242	134151540	40299	+	2711	71884
chr1	134111242	134151540	40299	+	2712	71884
chr1	134138646	134151539	12894	+	2713	71884
chr1	134182176	134190036	7861	+	2714	12654
chr1	134182404	134190029	7626	+	2715	12654
chr1	134182404	134190181	7778	+	2716	12654
chr1	134182474	134186551	4078	+	2717	12654
chr1	134182481	134186561	4081	+	2718	12654
chr1	134193448	134201231	7784	+	2722	53311
chr1	134193457	134201232	7776	+	2723	53311
chr1	134289989	134292548	2560	+	2724	17928
chr1	134385940	134390981	5042	+	2725	240755
chr1	134405781	134411736	5956	+	2727	72017
chr1	134405781	134411740	5960	+	2728	72017
chr1	134406004	134409665	3662	+	2731	72017
chr1	134406313	134407667	1355	+	2734	72017
chr1	134406313	134410969	4657	+	2735	72017
chr1	134415378	134433351	17974	+	2736	72674
chr1	134415456	134433348	17893	+	2737	72674
chr1	134455531	134490873	35343	+	2742	240756
